track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,191333656,122,Minor,75,45,63,6,0,35,12
Vigilante Shit,Taylor Swift,1,2022,10,21,253650850,80,Minor,80,16,28,17,0,12,39
Question...?,Taylor Swift,1,2022,10,21,223064273,109,Major,75,11,50,20,0,30,17
On BS,"Drake, 21 Savage",2,2022,11,4,170413877,158,Major,84,33,36,2,0,39,59
Mastermind,Taylor Swift,1,2022,10,21,218320587,126,Major,66,12,35,55,0,9,14
Circo Loco,"Drake, 21 Savage",2,2022,11,4,141720999,104,Major,73,25,61,1,0,32,7
Labyrinth,Taylor Swift,1,2022,10,21,187339835,110,Major,48,15,31,80,22,12,4
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,198365537,130,Major,77,20,70,1,0,16,5
Sweet Nothing,Taylor Swift,1,2022,10,21,186104310,177,Major,34,39,16,97,0,12,5
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,177503916,158,Major,48,55,84,43,0,15,12
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,71095708,114,Minor,62,25,44,51,33,14,3
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,112436403,144,Major,93,62,61,0,0,12,20
The Astronaut,Jin,1,2022,10,28,203436468,125,Major,54,22,76,0,0,14,3
BackOutsideBoyz,Drake,1,2022,11,4,93367537,142,Minor,85,40,43,4,0,39,32
Broke Boys,"Drake, 21 Savage",2,2022,11,4,106249219,120,Major,64,11,53,1,0,25,27
The Great War,Taylor Swift,1,2022,10,21,181382590,96,Major,57,55,74,22,0,8,4
My Mind & Me,Selena Gomez,1,2022,11,3,91473363,144,Major,60,24,39,57,0,8,3
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,121871870,166,Major,42,7,24,83,1,12,6
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,73513683,92,Major,80,81,67,4,0,8,6
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,133895612,97,Major,82,67,77,8,0,12,5
Alone,Burna Boy,1,2022,11,4,96007391,90,Minor,61,32,67,15,0,11,5
